|Sun Apr  7 02:21:43 2013|Sun Apr  7 02:23:27 2013|57|Read|
|Sun Apr  7 19:36:08 2013|Sun Apr  7 19:36:21 2013|58|Read|
|Sun Apr  7 20:15:36 2013|Sun Apr  7 20:15:51 2013|59|Read|
|Sun Apr  7 20:16:55 2013|Sun Apr  7 20:17:11 2013|60|Read|
|Sun Apr  7 20:18:09 2013|Sun Apr  7 20:18:33 2013|61|Read|
|Sun Apr  7 20:19:14 2013|Sun Apr  7 20:19:35 2013|62|Read|
|Sun Apr  7 21:13:42 2013|Sun Apr  7 21:14:41 2013|63|Set|
|Sun Apr  7 21:17:06 2013|Sun Apr  7 21:17:38 2013|64|Set|
|Sun Apr  7 21:18:35 2013|Sun Apr  7 21:18:55 2013|65|Set|
|Sun Apr  7 21:19:59 2013|Sun Apr  7 21:20:53 2013|66|Set|
|Sun Apr  7 21:21:52 2013|Sun Apr  7 21:22:19 2013|67|Set|
|Sun Apr  7 21:24:29 2013|Sun Apr  7 21:25:11 2013|68|Set|
|Sun Apr  7 21:59:55 2013|Sun Apr  7 22:01:08 2013|69|Set|
|Sun Apr  7 22:38:04 2013|Sun Apr  7 22:39:06 2013|70|Read|
1|Sun Apr  7 22:58:05 2013|Sun Apr  7 22:58:49 2013|71|Read|
2345|Mon Apr  8 10:15:20 2013|Mon Apr  8 10:17:19 2013|72|Read|
2345|Mon Apr  8 10:19:57 2013|Mon Apr  8 10:20:06 2013|73|Read|
2345|Mon Apr  8 10:28:38 2013|Mon Apr  8 10:55:42 2013|74|Set|
2345|Mon Apr  8 21:37:46 2013|Mon Apr  8 21:38:30 2013|75|Read|
2345|Mon Apr  8 21:47:14 2013|Mon Apr  8 21:47:24 2013|76|Read|
1|Mon Apr  8 22:14:32 2013|Mon Apr  8 22:14:50 2013|77|Set|
1234|Mon Apr  8 23:14:19 2013|Mon Apr  8 23:16:32 2013|78|Read|
1234|Mon Apr  8 23:18:51 2013|Mon Apr  8 23:19:11 2013|79|Read|
1234|Mon Apr  8 23:19:35 2013|Mon Apr  8 23:25:21 2013|80|Read|
4|Mon Apr  8 23:28:43 2013|Mon Apr  8 23:29:15 2013|81|Read|
4|Mon Apr  8 23:30:07 2013|Mon Apr  8 23:30:18 2013|82|Read|
4|Mon Apr  8 23:36:18 2013|Mon Apr  8 23:36:32 2013|83|Read|
2345|Mon Apr  8 23:51:32 2013|Mon Apr  8 23:51:43 2013|84|Read|
2345|Mon Apr  8 23:52:11 2013|Mon Apr  8 23:52:35 2013|85|Set|
4|Tue Apr  9 00:05:06 2013|Tue Apr  9 00:05:57 2013|86|Read|
4|Tue Apr  9 00:11:13 2013|Tue Apr  9 00:12:09 2013|87|Read|
4|Tue Apr  9 00:14:36 2013|Tue Apr  9 00:14:48 2013|88|Read|
2|Tue Apr  9 00:59:13 2013|Tue Apr  9 00:59:37 2013|89|Set|
2|Tue Apr  9 01:03:13 2013|Tue Apr  9 01:03:29 2013|90|Set|
4|Tue Apr  9 01:33:03 2013|Tue Apr  9 01:33:37 2013|91|Read|
2|Wed Apr 10 02:02:49 2013|Wed Apr 10 02:04:23 2013|92|Read|
1|Wed Apr 10 04:19:53 2013|Wed Apr 10 04:20:03 2013|93|Read|
1|Wed Apr 10 04:21:42 2013|Wed Apr 10 04:25:05 2013|94|Read|
2|Wed Apr 10 04:25:50 2013|Wed Apr 10 04:26:35 2013|95|Read|
4|Wed Apr 10 04:27:29 2013|Wed Apr 10 04:27:46 2013|96|Read|
4|Wed Apr 10 04:34:15 2013|Wed Apr 10 04:34:28 2013|97|Read|
2|Wed Apr 10 10:12:24 2013|Wed Apr 10 10:13:15 2013|98|Read|
4|Wed Apr 10 10:25:56 2013|Wed Apr 10 10:26:18 2013|99|Read|
1|Thu Apr 11 03:12:29 2013|Thu Apr 11 03:12:38 2013|100|Read|
1|Thu Apr 11 03:33:24 2013|Thu Apr 11 03:33:33 2013|101|Read|0
2|Thu Apr 11 03:35:17 2013|Thu Apr 11 03:35:25 2013|102|Read|0
1234|Fri Apr 12 00:37:35 2013|Fri Apr 12 00:37:48 2013|103|Read|
